axis_1	axis_2	id	name	party	info
-10.712819049976948	-1.8697774827524238	313	Jean-Paul Mattéi		
-5.967123192485381	-0.8666117076920116	314	Jean-Philippe Ardouin	LREM	LREM
12.681733728180523	7.53355016021241	315	Jean-Philippe Nilor	Divers Gauche	Divers Gauche
-7.3310996241720385	-1.2486681154381118	316	Jean-Pierre Cubertafon		
10.010222590426368	-5.683315879099939	317	Jean-Pierre Door	LR	LR
-6.917852884040976	1.8058669713712527	318	Jean-Pierre Pont	LREM	LREM
12.220835652246581	-6.82096097670773	319	Jean-Pierre Vigier	LR	LR
-13.005465347817703	0.289823134230445	320	Jean-René Cazeneuve	LREM	LREM
15.17214493633933	-8.34437902416617	321	Jean-Yves Bony	LR	LR
14.836458967671641	0.22121486792955988	322	Jeanine Dubié	Libertés et Territoires	Libertés et Territoires
-1.7228998152883002	4.225225271927733	323	Jennifer De Temmerman	Libertés et Territoires	Libertés et Territoires
-7.948479965995426	1.5297594895052207	324	Jimmy Pahun		
-0.1581162524176797	1.5363617988024836	325	Joachim Son-Forget	Non Inscrits	Non Inscrits
13.860925501689671	2.9611824521688326	326	Joaquim Pueyo	PS	PS
11.93024174023975	3.948685879388787	327	Josette Manin	PS	PS
13.391539485906353	-5.731159500086936	328	Josiane Corneloup	LR	LR
-4.761339021947589	-0.6492264142158125	329	Josy Poueyto		
16.19387374189675	8.250617951756462	330	José Evrard	Non Inscrits	Non Inscrits
14.588400443514997	4.1588437916755145	331	Joël Aviragnet	PS	PS
-3.3477957241573773	-0.037682292004014406	332	Joël Giraud	LREM	LREM
12.225808559397855	-4.674147060228739	333	Julien Aubert	LR	LR
-12.0994184887152	-0.6026315656414964	334	Julien Borowczyk	LREM	LREM
13.794990800905207	-6.26751484682972	335	Julien Dive	LR	LR
-0.4560245619047828	-1.3938558554092646	337	Justine Benin		
14.014554909328167	6.144798843908088	338	Jérôme Lambert	PS	PS
10.869923423705414	-7.047369923496123	339	Jérôme Nury	LR	LR
-10.656583153220751	1.8080467620490634	341	Laetitia Avia	LREM	LREM
-7.074922894527485	0.9157844146057261	342	Laetitia Saint-Paul	LREM	LREM
0.8883476816380986	-1.63372498852329	343	Laure de La Raudière	UDI	UDI
14.213017409866644	5.710656068614303	344	Laurence Dumont	PS	PS
-13.071347004833918	1.232148530413785	345	Laurence Gayte	LREM	LREM
-8.537649811265783	0.16996234203680702	346	Laurence Maillart-Méhaignerie	LREM	LREM
13.124654600140621	-9.17152988770074	347	Laurence Trastour-Isnart	LR	LR
-0.10151265424019655	6.891988652726151	349	Laurence Vanceunebrock-Mialon	LREM	LREM
-3.873786526077332	0.3498319082737101	350	Laurence Vichnievsky		
